vocab_id,token,token_repr,origin_tokenizer,token_type,merge_parts,rrf_score
126500,Ä´,'Ä´',qwen,merge,'Ä' + '´',1.3551879984550856e-05
126501,áĹ¨,'áĹ¨',qwen,merge,'áĹ' + '¨',1.3551696333588556e-05
126502,âĻ®,'âĻ®',qwen,merge,'âĻ' + '®',1.355160450997398e-05
126503,â²ŀ,'â²ŀ',qwen,merge,'â²' + 'ŀ',1.3551512687603754e-05
126504,ï¥¡,'ï¥¡',qwen,merge,'ï¥' + '¡',1.3551145410565827e-05
126505,àº¡,'àº¡',qwen,merge,'àº' + '¡',1.3551053594416966e-05
126506,concerning,'concerning',deepseek_llm,merge,'con' + 'cerning',1.3550869965851808e-05
126507,â¬Ľ,'â¬Ľ',qwen,merge,'â¬' + 'Ľ',1.355077815343546e-05
126508,â½¤,'â½¤',qwen,merge,'â½' + '¤',1.3550686342263236e-05
126510,ðĿĲ²,'ðĿĲ²',qwen,merge,'ðĿĲ' + '²',1.3550594532335107e-05
126511,âŀµ,'âŀµ',qwen,merge,'âŀ' + 'µ',1.3550502723651047e-05
126513,âĶħ,'âĶħ',qwen,merge,'âĶ' + 'ħ',1.3550319110015041e-05
126514,âĨŁ,'âĨŁ',qwen,merge,'âĨ' + 'Ł',1.3550227305063043e-05
126515,â¼Ĭ,'â¼Ĭ',qwen,merge,'â¼' + 'Ĭ',1.3550135501355014e-05
126516,ðŁĮ½,'ðŁĮ½',qwen,merge,'ðŁĮ' + '½',1.3550043698890929e-05
126517,ðŁļ¿,'ðŁļ¿',qwen,merge,'ðŁļ' + '¿',1.3549951897670764e-05
126518,ï¦Ĭ,'ï¦Ĭ',qwen,merge,'ï¦' + 'Ĭ',1.354986009769449e-05
126520,âĽ©,'âĽ©',qwen,merge,'âĽ' + '©',1.3549676501473528e-05
126522,ï©Ľ,'ï©Ľ',qwen,merge,'ï©' + 'Ľ',1.3549584705228784e-05
126523,Ġpossibilitats,'Ġpossibilitats',deepseek_llm,merge,'Ġpossibil' + 'itats',1.3549584705228784e-05
126524,ðŁį±,'ðŁį±',qwen,merge,'ðŁį' + '±',1.3549492910227835e-05
126525,â¾¨,'â¾¨',qwen,merge,'â¾' + '¨',1.3549401116470653e-05
126527,àºŀ,'àºŀ',qwen,merge,'àº' + 'ŀ',1.3549125742661455e-05
126528,Êļ,'Êļ',qwen,merge,'Ê' + 'ļ',1.3549033953879088e-05
126532,ðĿĲĴ,'ðĿĲĴ',qwen,merge,'ðĿĲ' + 'Ĵ',1.3548942166340362e-05
126534,âĩ£,'âĩ£',qwen,merge,'âĩ' + '£',1.3548391467223055e-05
126536,.=--,'.=--',deepseek_llm,merge,'.=' + '--',1.3548299688389107e-05
126537,ï¦ķ,'ï¦ķ',qwen,merge,'ï¦' + 'ķ',1.3548299688389107e-05
126539,Æĺ,'Æĺ',qwen,merge,'Æ' + 'ĺ',1.3548116134451505e-05
126540,Ġcascades,'Ġcascades',deepseek_llm,merge,'Ġcasc' + 'ades',1.3548116134451505e-05
126541,âĤ¦,'âĤ¦',qwen,merge,'âĤ' + '¦',1.3548024359347797e-05
126542,bodies,'bodies',deepseek_llm,merge,'b' + 'odies',1.3547932585487454e-05
126543,âĶĦ,'âĶĦ',qwen,merge,'âĶ' + 'Ħ',1.3547932585487454e-05
126544,ï¦Ł,'ï¦Ł',qwen,merge,'ï¦' + 'Ł',1.3547840812870449e-05
126545,ï¦«,'ï¦«',qwen,merge,'ï¦' + '«',1.3547749041496755e-05
126546,ĉThen,'ĉThen',deepseek_llm,merge,'ĉ' + 'Then',1.3547749041496755e-05
126547,ðĿĲģ,'ðĿĲģ',qwen,merge,'ðĿĲ' + 'ģ',1.3547657271366349e-05
126548,ðĿĲĥ,'ðĿĲĥ',qwen,merge,'ðĿĲ' + 'ĥ',1.3547565502479204e-05
126549,ðŁį¸,'ðŁį¸',qwen,merge,'ðŁį' + '¸',1.3547473734835297e-05
126550,ðŁĲ²,'ðŁĲ²',qwen,merge,'ðŁĲ' + '²',1.35473819684346e-05
126551,Ġmetalls,'Ġmetalls',deepseek_llm,merge,'Ġmet' + 'alls',1.35473819684346e-05
126552,Å¶,'Å¶',qwen,merge,'Å' + '¶',1.354729020327709e-05
126553,Éĸ,'Éĸ',qwen,merge,'É' + 'ĸ',1.354719843936274e-05
126555,ßĺ,'ßĺ',qwen,merge,'ß' + 'ĺ',1.3547106676691526e-05
126556,alemany,'alemany',deepseek_llm,merge,'alem' + 'any',1.3547014915263422e-05
126557,à¸¦,'à¸¦',qwen,merge,'à¸' + '¦',1.3547014915263422e-05
126558,à½Ķ,'à½Ķ',qwen,merge,'à½' + 'Ķ',1.3546923155078402e-05
126559,áĨ·,'áĨ·',qwen,merge,'áĨ' + '·',1.3546831396136444e-05
126560,âģķ,'âģķ',qwen,merge,'âģ' + 'ķ',1.354673963843752e-05
126562,âĵĤ,'âĵĤ',qwen,merge,'âĵ' + 'Ĥ',1.3546647881981603e-05
126563,âĿľ,'âĿľ',qwen,merge,'âĿ' + 'ľ',1.3546556126768672e-05
126564,ï¥¥,'ï¥¥',qwen,merge,'ï¥' + '¥',1.35464643727987e-05
126565,Ġcatedr,'Ġcatedr',deepseek_llm,merge,'Ġc' + 'atedr',1.35464643727987e-05
126566,ï¬®,'ï¬®',qwen,merge,'ï¬' + '®',1.354637262007166e-05
126569,inguts,'inguts',deepseek_llm,merge,'ing' + 'uts',1.354628086858753e-05
126570,ðĿĹĿ,'ðĿĹĿ',qwen,merge,'ðĿĹ' + 'Ŀ',1.354628086858753e-05
126571,ðĿĹ¿,'ðĿĹ¿',qwen,merge,'ðĿĹ' + '¿',1.3546189118346282e-05
126572,ðŁİ¾,'ðŁİ¾',qwen,merge,'ðŁİ' + '¾',1.354609736934789e-05
126573,ðŁĹĿ,'ðŁĹĿ',qwen,merge,'ðŁĹ' + 'Ŀ',1.3546005621592332e-05
126574,ðŁ¦Į,'ðŁ¦Į',qwen,merge,'ðŁ¦' + 'Į',1.3545913875079583e-05
126575,Ġpeering,'Ġpeering',deepseek_llm,merge,'Ġpe' + 'ering',1.3545913875079583e-05
126576,Æħ,'Æħ',qwen,merge,'Æ' + 'ħ',1.3545822129809614e-05
126577,Çª,'Çª',qwen,merge,'Ç' + 'ª',1.3545730385782401e-05
126578,ÜĽ,'ÜĽ',qwen,merge,'Ü' + 'Ľ',1.3545546901456146e-05
126579,ßł,'ßł',qwen,merge,'ß' + 'ł',1.3545455161157052e-05
126580,à¡ĳ,'à¡ĳ',qwen,merge,'à¡' + 'ĳ',1.3545363422100615e-05
126581,áī£,'áī£',qwen,merge,'áī' + '£',1.3545271684286808e-05
126582,áĬŃ,'áĬŃ',qwen,merge,'áĬ' + 'Ń',1.3545179947715606e-05
126583,á¹¡,'á¹¡',qwen,merge,'á¹' + '¡',1.3545088212386983e-05
126584,lq,'lq',deepseek_llm,merge,'l' + 'q',1.3544996478300915e-05
126585,âŀ¼,'âŀ¼',qwen,merge,'âŀ' + '¼',1.3544996478300915e-05
126586,âŀ¾,'âŀ¾',qwen,merge,'âŀ' + '¾',1.3544904745457377e-05
126587,â´±,'â´±',qwen,merge,'â´' + '±',1.3544813013856344e-05
126588,ouville,'ouville',deepseek_llm,merge,'ou' + 'ville',1.3544629554381688e-05
126589,ï¤Ĺ,'ï¤Ĺ',qwen,merge,'ï¤' + 'Ĺ',1.3543987485355563e-05
126590,ðŁĮ¬,'ðŁĮ¬',qwen,merge,'ðŁĮ' + '¬',1.3543895766178183e-05
126591,ðŁĮ°,'ðŁĮ°',qwen,merge,'ðŁĮ' + '°',1.354380404824303e-05
126592,ðŁį¤,'ðŁį¤',qwen,merge,'ðŁį' + '¤',1.3543712331550078e-05
126593,Ä»,'Ä»',qwen,merge,'Ä' + '»',1.3543620616099302e-05
126594,Åĩ,'Åĩ',qwen,merge,'Å' + 'ĩ',1.3543528901890677e-05
126595,Æ¨,'Æ¨',qwen,merge,'Æ' + '¨',1.3543437188924178e-05
126596,Éķ,'Éķ',qwen,merge,'É' + 'ķ',1.3543345477199778e-05
126598,Öį,'Öį',qwen,merge,'Ö' + 'į',1.354307034947893e-05
126599,×±,'×±',qwen,merge,'×' + '±',1.354297864272268e-05
126602,à¹ļ,'à¹ļ',qwen,merge,'à¹' + 'ļ',1.3542428428265756e-05
126603,àº«,'àº«',qwen,merge,'àº' + '«',1.3542336730202797e-05
126604,á´¹,'á´¹',qwen,merge,'á´' + '¹',1.3542245033381635e-05
126605,Ġdiumenge,'Ġdiumenge',deepseek_llm,merge,'Ġdium' + 'enge',1.3542245033381635e-05
126606,á½Ķ,'á½Ķ',qwen,merge,'á' + '½Ķ',1.3542153337802244e-05
126607,á¾³,'á¾³',qwen,merge,'á¾' + '³',1.3542061643464601e-05
126608,âĤĴ,'âĤĴ',qwen,merge,'âĤ' + 'Ĵ',1.354196995036868e-05
126609,âĨ´,'âĨ´',qwen,merge,'âĨ' + '´',1.3541878258514455e-05
126610,âĩĿ,'âĩĿ',qwen,merge,'âĩ' + 'Ŀ',1.3541786567901903e-05
126611,âīħ,'âīħ',qwen,merge,'âī' + 'ħ',1.3541694878530997e-05
126612,Ġcolla,'Ġcolla',deepseek_llm,merge,'Ġcol' + 'la',1.3541694878530997e-05
126613,âĮ¨,'âĮ¨',qwen,merge,'â' + 'Į¨',1.3541603190401711e-05
126614,})^\,'})^\\',deepseek_llm,merge,'})' + '^\\',1.3541511503514022e-05
126615,âĵĵ,'âĵĵ',qwen,merge,'âĵ' + 'ĵ',1.3541511503514022e-05
126616,âĸ¢,'âĸ¢',qwen,merge,'âĸ' + '¢',1.3541419817867903e-05
126617,âļ¬,'âļ¬',qwen,merge,'âļ' + '¬',1.354132813346333e-05
126618,âŀŃ,'âŀŃ',qwen,merge,'âŀ' + 'Ń',1.3541236450300277e-05
126619,â²Ĵ,'â²Ĵ',qwen,merge,'â²' + 'Ĵ',1.3541144768378718e-05
126620,ĠCalcut,'ĠCalcut',deepseek_llm,merge,'ĠCal' + 'cut',1.3541144768378718e-05
126621,ĠCalcutta,'ĠCalcutta',deepseek_llm,merge,'ĠCalcut' + 'ta',3.875487564403143e-05
126625,ïŃĵ,'ïŃĵ',qwen,merge,'ïŃ' + 'ĵ',1.3540136349173037e-05
126627,ï®¥,'ï®¥',qwen,merge,'ï®' + '¥',1.3540044682147452e-05
126628,ï²°,'ï²°',qwen,merge,'ï²' + '°',1.3539953016363034e-05
126629,ðĿĲĩ,'ðĿĲĩ',qwen,merge,'ðĿĲ' + 'ĩ',1.3539861351819757e-05
126631,ðĿĲĳ,'ðĿĲĳ',qwen,merge,'ðĿĲ' + 'ĳ',1.3539769688517598e-05
126632,ðĿĳĮ,'ðĿĳĮ',qwen,merge,'ðĿĳ' + 'Į',1.353967802645653e-05
126633,Ġdimensi,'Ġdimensi',deepseek_llm,merge,'Ġdim' + 'ensi',1.353967802645653e-05
126635,ðĿĵª,'ðĿĵª',qwen,merge,'ðĿĵ' + 'ª',1.353958636563653e-05
126636,ðĿķļ,'ðĿķļ',qwen,merge,'ðĿķ' + 'ļ',1.353949470605757e-05
126637,ðĿĺª,'ðĿĺª',qwen,merge,'ðĿĺ' + 'ª',1.3539403047719627e-05
126639,ðĿĺ¼,'ðĿĺ¼',qwen,merge,'ðĿĺ' + '¼',1.3539311390622674e-05
126640,ĠdC,'ĠdC',deepseek_llm,merge,'Ġd' + 'C',1.3539311390622674e-05
126641,ðĿļĽ,'ðĿļĽ',qwen,merge,'ðĿļ' + 'Ľ',1.3539219734766685e-05
126642,ðŁĩ¶,'ðŁĩ¶',qwen,merge,'ðŁĩ' + '¶',1.3539128080151638e-05
126643,ðŁĮĦ,'ðŁĮĦ',qwen,merge,'ðŁĮ' + 'Ħ',1.3539036426777507e-05
126644,ðŁĮķ,'ðŁĮķ',qwen,merge,'ðŁĮ' + 'ķ',1.3538944774644264e-05
126645,Ġpaletes,'Ġpaletes',deepseek_llm,merge,'Ġpal' + 'etes',1.3538944774644264e-05
126646,ðŁĮ¤,'ðŁĮ¤',qwen,merge,'ðŁĮ' + '¤',1.3538853123751886e-05
126647,ðŁĮ§,'ðŁĮ§',qwen,merge,'ðŁĮ' + '§',1.353876147410035e-05
126648,ðŁį¬,'ðŁį¬',qwen,merge,'ðŁį' + '¬',1.3538669825689626e-05
126650,ðŁİĭ,'ðŁİĭ',qwen,merge,'ðŁİ' + 'ĭ',1.3538578178519693e-05
126652,ðŁİ»,'ðŁİ»',qwen,merge,'ðŁİ' + '»',1.3538486532590522e-05
126654,teamcraft,'teamcraft',deepseek_llm,merge,'team' + 'craft',1.353839488790209e-05
126655,ðŁı¨,'ðŁı¨',qwen,merge,'ðŁı' + '¨',1.353839488790209e-05
126656,ðŁĲĩ,'ðŁĲĩ',qwen,merge,'ðŁĲ' + 'ĩ',1.3538303244454373e-05
126657,ðŁĳĵ,'ðŁĳĵ',qwen,merge,'ðŁĳ' + 'ĵ',1.3538211602247343e-05
126658,ðŁĵĲ,'ðŁĵĲ',qwen,merge,'ðŁĵ' + 'Ĳ',1.3538119961280977e-05
126659,ðŁĵĻ,'ðŁĵĻ',qwen,merge,'ðŁĵ' + 'Ļ',1.3538028321555248e-05
126661,ðŁĶ¼,'ðŁĶ¼',qwen,merge,'ðŁĶ' + '¼',1.3537936683070133e-05
126662,ðŁķĴ,'ðŁķĴ',qwen,merge,'ðŁķ' + 'Ĵ',1.3537845045825605e-05
126663,ðŁĸı,'ðŁĸı',qwen,merge,'ðŁĸ' + 'ı',1.353775340982164e-05
126664,ðŁĸ¥,'ðŁĸ¥',qwen,merge,'ðŁĸ' + '¥',1.3537661775058212e-05
126665,ðŁ¤¬,'ðŁ¤¬',qwen,merge,'ðŁ¤' + '¬',1.3537570141535296e-05
126666,ðŁ¥Ĭ,'ðŁ¥Ĭ',qwen,merge,'ðŁ¥' + 'Ĭ',1.3537478509252866e-05
126667,ðŁ¥Ĵ,'ðŁ¥Ĵ',qwen,merge,'ðŁ¥' + 'Ĵ',1.3537386878210899e-05
126668,ßĮ,'ßĮ',qwen,merge,'ß' + 'Į',1.3537295248409367e-05
126669,àºĦ,'àºĦ',qwen,merge,'àº' + 'Ħ',1.3537203619848248e-05
126670,á¼µ,'á¼µ',qwen,merge,'á¼' + 'µ',1.3537111992527515e-05
126671,âķ¡,'âķ¡',qwen,merge,'âķ' + '¡',1.3537020366447142e-05
126672,â²¤,'â²¤',qwen,merge,'â²' + '¤',1.3536928741607104e-05
126673,â´¼,'â´¼',qwen,merge,'â´' + '¼',1.3536837118007378e-05
126674,âµ¢,'âµ¢',qwen,merge,'âµ' + '¢',1.3536745495647936e-05
126675,ðĿĻ§,'ðĿĻ§',qwen,merge,'ðĿĻ' + '§',1.353628740245413e-05
126676,ðŁįĪ,'ðŁįĪ',qwen,merge,'ðŁį' + 'Ī',1.3536195787535871e-05
126677,ðŁĶ¬,'ðŁĶ¬',qwen,merge,'ðŁĶ' + '¬',1.3536104173857722e-05
126678,ðŁĸĬ,'ðŁĸĬ',qwen,merge,'ðŁĸ' + 'Ĭ',1.3536012561419656e-05
126679,ðŁ¤¾,'ðŁ¤¾',qwen,merge,'ðŁ¤' + '¾',1.353592095022165e-05
126680,Ë¡,'Ë¡',qwen,merge,'Ë' + '¡',1.3535829340263678e-05
126682,Ü©,'Ü©',qwen,merge,'Ü' + '©',1.3535737731545713e-05
126683,âĮ¡,'âĮ¡',qwen,merge,'âĮ' + '¡',1.3535646124067732e-05
126684,âŃĳ,'âŃĳ',qwen,merge,'âŃ' + 'ĳ',1.353555451782971e-05
126685,golang,'golang',deepseek_llm,merge,'gol' + 'ang',1.3535462912831619e-05
126686,â²¦,'â²¦',qwen,merge,'â²' + '¦',1.3535462912831619e-05
126687,Ġsuggereix,'Ġsuggereix',deepseek_llm,merge,'Ġsuggere' + 'ix',1.3535279706555137e-05
126688,ï¿¤,'ï¿¤',qwen,merge,'ï¿' + '¤',1.3535188105276693e-05
126689,ðĿĴİ,'ðĿĴİ',qwen,merge,'ðĿĴ' + 'İ',1.3535096505238083e-05
126690,ðĿĹ¥,'ðĿĹ¥',qwen,merge,'ðĿĹ' + '¥',1.3535004906439279e-05
126691,ðŁĲµ,'ðŁĲµ',qwen,merge,'ðŁĲ' + 'µ',1.3534913308880256e-05
126693,ðŁķ¶,'ðŁķ¶',qwen,merge,'ðŁķ' + '¶',1.3534821712560992e-05
126694,ðŁķ¸,'ðŁķ¸',qwen,merge,'ðŁķ' + '¸',1.3534730117481457e-05
126695,ðŁ¤ľ,'ðŁ¤ľ',qwen,merge,'ðŁ¤' + 'ľ',1.353463852364163e-05
126697,áĪĭ,'áĪĭ',qwen,merge,'áĪ' + 'ĭ',1.3534455339680992e-05
126698,ðŁ¥µ,'ðŁ¥µ',qwen,merge,'ðŁ¥' + 'µ',1.3534363749560134e-05
126699,ï°ģ,'ï°ģ',qwen,merge,'ï°' + 'ģ',1.3534272160678879e-05
126700,áµĲ,'áµĲ',qwen,merge,'áµ' + 'Ĳ',1.3534180573037205e-05
126702,âķĵ,'âķĵ',qwen,merge,'âķ' + 'ĵ',1.3534088986635087e-05
126703,âĭĪ,'âĭĪ',qwen,merge,'âĭ' + 'Ī',1.3533905817549416e-05
126704,Éŀ,'Éŀ',qwen,merge,'É' + 'ŀ',1.3533814234865813e-05
126705,Ġtolerable,'Ġtolerable',deepseek_llm,merge,'Ġtoler' + 'able',1.3533814234865813e-05
126706,âŀ®,'âŀ®',qwen,merge,'âŀ' + '®',1.3533722653421664e-05
126707,ðŁĴ±,'ðŁĴ±',qwen,merge,'ðŁĴ' + '±',1.3533447916525694e-05
126709,ðŁıŃ,'ðŁıŃ',qwen,merge,'ðŁı' + 'Ń',1.3533356340039111e-05
126710,áĨ¨,'áĨ¨',qwen,merge,'áĨ' + '¨',1.3533264764791858e-05
126711,ðŁįļ,'ðŁįļ',qwen,merge,'ðŁį' + 'ļ',1.353317319078391e-05
126712,ðŁ¦Ĳ,'ðŁ¦Ĳ',qwen,merge,'ðŁ¦' + 'Ĳ',1.3533081618015239e-05
126713,á´»,'á´»',qwen,merge,'á´' + '»',1.353299004648582e-05
126714,âĺĮ,'âĺĮ',qwen,merge,'âĺ' + 'Į',1.3532898476195631e-05
126715,Ġinsmod,'Ġinsmod',deepseek_llm,merge,'Ġins' + 'mod',1.3532898476195631e-05
126716,áħ®,'áħ®',qwen,merge,'áħ' + '®',1.3532623772760182e-05
126717,ðĿĲĮ,'ðĿĲĮ',qwen,merge,'ðĿĲ' + 'Į',1.3532532207426653e-05
126718,Å¦,'Å¦',qwen,merge,'Å' + '¦',1.3532440643332229e-05
126719,àºķ,'àºķ',qwen,merge,'àº' + 'ķ',1.353234908047688e-05
126720,Ġmarcat,'Ġmarcat',deepseek_llm,merge,'Ġmarc' + 'at',1.353234908047688e-05
126721,âľĻ,'âľĻ',qwen,merge,'âľ' + 'Ļ',1.3532257518860584e-05
126722,Ë³,'Ë³',qwen,merge,'Ë' + '³',1.3532165958483315e-05
126724,âķĴ,'âķĴ',qwen,merge,'âķ' + 'Ĵ',1.3531982841445756e-05
126726,ðĿĹĹ,'ðĿĹĹ',qwen,merge,'ðĿĹ' + 'Ĺ',1.3531891284785418e-05
126728,ðĿĹł,'ðĿĹł',qwen,merge,'ðĿĹ' + 'ł',1.3531799729364005e-05
126729,Ġesclatar,'Ġesclatar',deepseek_llm,merge,'Ġescl' + 'atar',1.3531799729364005e-05
126730,Ġestableix,'Ġestableix',deepseek_llm,merge,'Ġestable' + 'ix',1.3531616622237858e-05
126731,âĨĿ,'âĨĿ',qwen,merge,'âĨ' + 'Ŀ',1.3531525070533075e-05
126732,âĻī,'âĻī',qwen,merge,'âĻ' + 'ī',1.3531433520067116e-05
126733,Ġ\{(,'Ġ\\{(',deepseek_llm,merge,'Ġ\\' + '{(',1.3531433520067116e-05
126736,ðĿĹº,'ðĿĹº',qwen,merge,'ðĿĹ' + 'º',1.3531158876101944e-05
126738,ðŁ§ĺ,'ðŁ§ĺ',qwen,merge,'ðŁ§' + 'ĺ',1.3531067330591037e-05
126739,ï¬Ŀ,'ï¬Ŀ',qwen,merge,'ï¬' + 'Ŀ',1.3530884243285299e-05
126742,ðŁĳº,'ðŁĳº',qwen,merge,'ðŁĳ' + 'º',1.3530792701490417e-05
126743,ÇŁ,'ÇŁ',qwen,merge,'Ç' + 'Ł',1.353070116093416e-05
126744,Ġsemis,'Ġsemis',deepseek_llm,merge,'Ġsem' + 'is',1.353070116093416e-05
126745,Î«,'Î«',qwen,merge,'Î' + '«',1.353051808353742e-05
126746,Ü¦,'Ü¦',qwen,merge,'Ü' + '¦',1.3530151943606327e-05
126748,áĲ¢,'áĲ¢',qwen,merge,'áĲ' + '¢',1.3529877351661808e-05
126749,á¼ģ,'á¼ģ',qwen,merge,'á¼' + 'ģ',1.3529785823490415e-05
126750,á¼ĺ,'á¼ĺ',qwen,merge,'á¼' + 'ĺ',1.3529694296557369e-05
126751,á¼¦,'á¼¦',qwen,merge,'á¼' + '¦',1.3529602770862648e-05
126752,âĵĿ,'âĵĿ',qwen,merge,'âĵ' + 'Ŀ',1.3529511246406223e-05
126756,ï§´,'ï§´',qwen,merge,'ï§' + '´',1.3528779095330542e-05
126757,ïŃĬ,'ïŃĬ',qwen,merge,'ïŃ' + 'Ĭ',1.3528687582017669e-05
126759,ï²Ł,'ï²Ł',qwen,merge,'ï²' + 'Ł',1.3528596069942841e-05
126760,ðĿĲ·,'ðĿĲ·',qwen,merge,'ðĿĲ' + '·',1.3528504559106037e-05
126761,ðĿĳĭ,'ðĿĳĭ',qwen,merge,'ðĿĳ' + 'ĭ',1.3528413049507227e-05
126762,ðĿĵī,'ðĿĵī',qwen,merge,'ðĿĵ' + 'ī',1.352832154114639e-05
126763,ðĿĺµ,'ðĿĺµ',qwen,merge,'ðĿĺ' + 'µ',1.3528230034023498e-05
126764,ðŁĴ·,'ðŁĴ·',qwen,merge,'ðŁĴ' + '·',1.3528138528138528e-05
126765,ðŁĽ©,'ðŁĽ©',qwen,merge,'ðŁĽ' + '©',1.3528047023491454e-05
126766,ðŁ§¹,'ðŁ§¹',qwen,merge,'ðŁ§' + '¹',1.352795552008225e-05
126767,ÅĶ,'ÅĶ',qwen,merge,'Å' + 'Ķ',1.3527864017910892e-05
126768,Êŀ,'Êŀ',qwen,merge,'Ê' + 'ŀ',1.3527772516977355e-05
126770,Ë¥,'Ë¥',qwen,merge,'Ë' + '¥',1.3527681017281612e-05
126771,ß¨,'ß¨',qwen,merge,'ß' + '¨',1.352704055406758e-05
126772,Ġrascal,'Ġrascal',deepseek_llm,merge,'Ġras' + 'cal',1.352704055406758e-05
126773,áĲĥ,'áĲĥ',qwen,merge,'áĲ' + 'ĥ',1.3526857575716585e-05
126775,á¹¯,'á¹¯',qwen,merge,'á¹' + '¯',1.3526766088397416e-05
126776,âĤĭ,'âĤĭ',qwen,merge,'âĤ' + 'ĭ',1.3526674602315767e-05
126777,âĤµ,'âĤµ',qwen,merge,'âĤ' + 'µ',1.3526583117471612e-05
126778,âĦħ,'âĦħ',qwen,merge,'âĦ' + 'ħ',1.3526491633864924e-05
126779,âĦł,'âĦł',qwen,merge,'âĦ' + 'ł',1.3526400151495681e-05
126780,âĪ£,'âĪ£',qwen,merge,'âĪ' + '£',1.3526308670363858e-05
126781,âīº,'âīº',qwen,merge,'âī' + 'º',1.3526217190469427e-05
126782,âī»,'âī»',qwen,merge,'âī' + '»',1.3526125711812366e-05
126784,âĬĽ,'âĬĽ',qwen,merge,'âĬ' + 'Ľ',1.3526034234392646e-05
126785,âĮĲ,'âĮĲ',qwen,merge,'âĮ' + 'Ĳ',1.3525942758210247e-05
126786,âİĵ,'âİĵ',qwen,merge,'âİ' + 'ĵ',1.352585128326514e-05
126787,acquainted,'acquainted',deepseek_llm,merge,'acqu' + 'ainted',1.3525759809557302e-05
126788,âĺ¸,'âĺ¸',qwen,merge,'âĺ' + '¸',1.3525759809557302e-05
126789,âĻĴ,'âĻĴ',qwen,merge,'âĻ' + 'Ĵ',1.3525668337086706e-05
126790,âļĴ,'âļĴ',qwen,merge,'âļ' + 'Ĵ',1.3525576865853329e-05
126791,âľĩ,'âľĩ',qwen,merge,'âľ' + 'ĩ',1.3525485395857143e-05
126792,âľł,'âľł',qwen,merge,'âľ' + 'ł',1.3525393927098127e-05
126793,â´·,'â´·',qwen,merge,'â´' + '·',1.3525302459576253e-05
126794,âµĸ,'âµĸ',qwen,merge,'âµ' + 'ĸ',1.3525210993291495e-05
126795,LaTeX,'LaTeX',deepseek_llm,merge,'La' + 'TeX',1.3524845140523141e-05
126800,cylinder,'cylinder',deepseek_llm,merge,'c' + 'ylinder',1.3523930595188185e-05
126804,ïŃª,'ïŃª',qwen,merge,'ïŃ' + 'ª',1.3523107610128808e-05
126805,ï®¬,'ï®¬',qwen,merge,'ï®' + '¬',1.3523016173527343e-05
126806,ï¯¦,'ï¯¦',qwen,merge,'ï¯' + '¦',1.3522924738162369e-05
126807,ï±ª,'ï±ª',qwen,merge,'ï±' + 'ª',1.3522833304033861e-05
126808,ï²ı,'ï²ı',qwen,merge,'ï²' + 'ı',1.3522741871141793e-05
126809,ï´Ģ,'ï´Ģ',qwen,merge,'ï' + '´Ģ',1.352265043948614e-05
126811,ï»Ĩ,'ï»Ĩ',qwen,merge,'ï»' + 'Ĩ',1.3522559009066876e-05
126812,ï¿¦,'ï¿¦',qwen,merge,'ï¿' + '¦',1.3522467579883978e-05
126813,ðĿĳĹ,'ðĿĳĹ',qwen,merge,'ðĿĳ' + 'Ĺ',1.3522376151937418e-05
126814,ðĿĸĻ,'ðĿĸĻ',qwen,merge,'ðĿĸ' + 'Ļ',1.3522284725227174e-05
126815,ĠMyISAM,'ĠMyISAM',deepseek_llm,merge,'ĠMy' + 'ISAM',1.3522284725227174e-05
126816,ðŁĮ¡,'ðŁĮ¡',qwen,merge,'ðŁĮ' + '¡',1.352219329975322e-05
126817,ðŁįĿ,'ðŁįĿ',qwen,merge,'ðŁį' + 'Ŀ',1.352210187551553e-05
126818,ðŁį§,'ðŁį§',qwen,merge,'ðŁį' + '§',1.352201045251408e-05
126820,ðŁİ«,'ðŁİ«',qwen,merge,'ðŁİ' + '«',1.3521919030748843e-05
126821,ðŁıĺ,'ðŁıĺ',qwen,merge,'ðŁı' + 'ĺ',1.3521827610219798e-05
126822,ðŁıª,'ðŁıª',qwen,merge,'ðŁı' + 'ª',1.3521736190926915e-05
126823,ðŁĲĭ,'ðŁĲĭ',qwen,merge,'ðŁĲ' + 'ĭ',1.3521644772870173e-05
126824,ðŁĲĽ,'ðŁĲĽ',qwen,merge,'ðŁĲ' + 'Ľ',1.3521553356049543e-05
126825,ðŁĲº,'ðŁĲº',qwen,merge,'ðŁĲ' + 'º',1.3521461940465004e-05
126826,ðŁĳĸ,'ðŁĳĸ',qwen,merge,'ðŁĳ' + 'ĸ',1.3521370526116528e-05
126827,ðŁĳŀ,'ðŁĳŀ',qwen,merge,'ðŁĳ' + 'ŀ',1.352127911300409e-05
126828,ðŁĳ·,'ðŁĳ·',qwen,merge,'ðŁĳ' + '·',1.3521187701127668e-05
126829,ðŁĵĢ,'ðŁĵĢ',qwen,merge,'ðŁĵ' + 'Ģ',1.3521096290487233e-05
126830,ðŁĶĦ,'ðŁĶĦ',qwen,merge,'ðŁ' + 'ĶĦ',1.3521004881082763e-05
126831,ðŁĶĮ,'ðŁĶĮ',qwen,merge,'ðŁĶ' + 'Į',1.352091347291423e-05
126832,ðŁķĻ,'ðŁķĻ',qwen,merge,'ðŁķ' + 'Ļ',1.3520822065981611e-05
126833,ðŁĻį,'ðŁĻį',qwen,merge,'ðŁĻ' + 'į',1.3520730660284882e-05
